date,daily_variance
2020-11-01,0.9175882603147597
2020-11-02,1.4003826123923904
2020-11-03,1.5715219224283306
2020-11-04,-2.5604162276080087
2020-11-05,2.076993865030675
2020-11-06,2.554886183165696
2020-11-07,2.592325655450589
2020-11-08,2.3844400764980875
2020-11-09,1.9452403642524352
2020-11-10,1.5637421949412635
2020-11-11,1.2190032154340835
2020-11-12,1.1353919879388326
2020-11-13,1.0895219803670508
2020-11-14,1.518930945743084
